"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-22","0.00",,"24","31","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-23","0.00",,"16","31","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-24","0.00",,"15","33","2"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-25","0.00",,"17","38","2"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-26","0.00",,"15","33","4"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-27","0.00",,"19","37","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-28","0.00",,"23","29","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-29","0.00",,"26","36","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-30","0.00",,"16","35","3"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-01-31","0.00",,"24","44","3"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-01","0.00",,"24","39","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-02","0.00",,"19","36","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-03","0.00",,"18","38","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-04","0.00",,"19","36","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-05","0.00",,"18","30","9"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-06","0.00",,"20","29","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-07","0.00",,"27","44","9"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-08","0.00",,"19","38","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-09","0.00",,"18","36","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-10","0.00",,"20","43","6"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-11","0.00",,"24","46","10"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-12","0.00",,"33","48","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-13","0.00",,"34","49","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-14","0.00",,"29","43","21"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-15","0.00",,"28","42","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-16","0.00",,"32","49","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-17","0.00",,"35","53","17"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-18","0.00",,"28","50","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-19","0.04",,"27","33","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-20","0.00",,"24","33","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-21","0.00",,"17","24","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-22","0.00",,"15","27","3"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-23","0.00",,"24","29","18"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-24","0.13",,"20","25","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-25","0.02",,"21","26","11"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-26","0.00",,"16","26","10"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-27","0.00",,"16","32","0"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-02-28","0.00",,"19","35","4"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-01","0.00",,"19","30","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-02","0.00",,"24","30","20"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-03","0.01",,"23","33","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-04","0.00",,"20","35","7"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-05","0.00",,"24","36","10"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-06","0.00",,"27","38","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-07","0.00",,"28","38","20"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-08","0.01",,"25","32","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-09","0.00",,"23","32","15"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-10","0.00",,"24","38","13"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-11","0.00",,"25","37","8"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-12","0.00",,"24","32","17"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-13","0.00",,"24","36","10"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-14","0.00",,"27","37","19"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-15","0.07",,"29","37","21"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-16","0.00",,"24","36","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-17","0.04",,"26","31","23"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-18","0.00",,"24","36","14"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-19","0.00",,"25","37","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-20","0.00",,"27","37","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-21","0.00",,"25","32","16"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-22","0.00",,"21","32","9"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-23","0.00",,"30","47","12"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-24","0.00",,"33","45","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-25","0.00",,"38","54","22"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-26","0.00",,"39","57","20"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-27","0.00",,"44","60","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-28","0.00",,"46","60","29"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-29","0.00",,"42","55","30"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-30","0.00",,"39","54","24"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-03-31","0.00",,"47","69","28"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-01","0.00",,"45","57","31"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-02","0.18",,"41","51","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-03","0.00",,"38","47","33"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-04","0.00",,"40","56","23"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-05","0.00",,"45","64","27"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-06","0.00",,"43","53","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-07","0.00",,"44","62","25"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-08","0.00",,"51","67","34"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-09","0.00",,"47","55","37"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-10","0.00",,"47","53","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-11","0.04",,"44","53","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-12","0.00",,"50","63","39"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-13","0.00",,"48","61","31"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-14","0.00",,"55","73","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-15","0.00",,"59","75","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-16","0.00",,"58","77","40"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-17","0.00",,"61","74","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-18","0.00",,"58","76","40"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-19","0.00",,"60","74","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-20","0.00",,"57","69","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-21","0.00",,"54","62","47"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-22","0.00",,"54","66","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-23","0.00",,"59","68","49"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-24","0.00",,"62","75","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-25","0.00",,"51","68","40"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-26","0.00",,"57","74","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-27","0.00",,"63","80","46"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-28","0.00",,"63","79","50"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-29","0.00",,"67","81","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-04-30","0.04",,"62","71","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-01","0.00",,"57","66","51"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-02","0.00",,"61","76","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-03","0.00",,"64","79","49"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-04","0.00",,"65","75","53"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-05","0.04",,"63","74","51"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-06","0.02",,"66","76","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-07","0.00",,"67","78","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-08","0.02",,"67","73","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-09","0.24",,"64","78","55"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-10","0.00",,"65","76","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-11","0.08",,"57","69","49"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-12","0.00",,"58","73","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-13","0.00",,"63","80","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-14","0.00",,"68","83","49"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-15","0.00",,"69","84","49"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-16","0.00",,"72","89","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-17","0.05",,"69","83","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-18","0.00",,"66","77","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-19","0.00",,"61","69","53"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-20","0.00",,"65","79","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-21","0.00",,"72","88","53"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-22","0.00",,"70","82","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-23","0.05",,"66","74","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-24","0.17",,"57","68","51"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-25","0.01",,"58","69","51"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-26","0.00",,"65","82","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-27","0.00",,"71","80","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-28","0.00",,"71","79","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-29","0.00",,"69","83","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-30","0.18",,"63","73","53"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-05-31","0.01",,"59","74","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-01","0.00",,"68","81","55"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-02","0.01",,"63","72","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-03","0.00",,"65","79","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-04","0.00",,"67","81","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-05","0.00",,"75","91","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-06","0.00",,"76","81","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-07","0.41",,"64","74","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-08","0.00",,"71","86","59"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-09","0.00",,"72","85","57"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-10","0.07",,"67","78","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-11","0.05",,"63","79","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-12","0.00",,"70","84","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-13","0.00",,"73","87","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-14","0.00",,"74","88","59"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-15","0.00",,"75","89","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-16","0.04",,"65","79","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-17","0.69",,"63","71","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-18","0.39",,"63","68","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-19","0.05",,"64","69","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-20","0.01",,"68","79","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-21","0.16",,"72","85","59"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-22","0.38",,"72","90","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-23","0.01",,"71","84","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-24","0.00",,"74","89","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-25","0.00",,"76","90","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-26","0.00",,"78","90","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-27","0.00",,"78","88","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-28","0.06",,"73","85","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-29","0.07",,"72","81","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-06-30","0.39",,"71","80","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-01","0.00",,"74","89","57"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-02","1.15",,"68","80","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-03","0.00",,"70","82","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-04","0.00",,"72","89","57"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-05","0.00",,"78","94","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-06","0.40",,"79","85","71"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-07","0.61",,"71","76","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-08","0.02",,"69","74","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-09","0.02",,"69","80","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-10","0.50",,"69","83","59"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-11","1.53",,"65","70","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-12","0.00",,"68","74","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-13","0.00",,"72","84","59"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-14","0.00",,"75","88","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-15","0.03",,"78","89","72"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-16","0.00",,"75","83","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-17","0.00",,"77","89","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-18","0.57",,"78","92","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-19","0.76",,"72","87","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-20","0.21",,"73","87","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-21","0.12",,"70","81","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-22","0.91",,"65","70","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-23","0.30",,"72","81","59"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-24","0.08",,"73","83","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-25","0.00",,"76","91","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-26","0.02",,"74","86","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-27","0.00",,"77","86","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-28","0.00",,"77","86","68"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-29","0.00",,"78","86","72"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-30","0.00",,"78","88","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-07-31","0.00",,"74","81","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-01","0.59",,"67","71","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-02","0.23",,"67","72","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-03","0.03",,"73","84","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-04","0.00",,"76","88","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-05","0.00",,"74","80","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-06","0.00",,"75","85","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-07","0.00",,"76","83","67"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-08","0.00",,"76","81","72"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-09","0.00",,"77","88","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-10","0.00",,"80","91","69"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-11","0.70",,"71","84","66"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-12","0.22",,"66","73","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-13","0.00",,"67","78","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-14","0.00",,"69","81","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-15","0.00",,"69","81","55"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-16","1.06",,"64","72","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-17","0.00",,"65","74","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-18","0.00",,"68","78","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-19","0.09",,"67","72","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-20","0.00",,"71","83","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-21","0.00",,"72","86","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-22","0.05",,"74","86","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-23","0.00",,"78","91","65"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-24","0.05",,"75","87","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-25","0.11",,"72","84","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-26","0.03",,"70","82","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-27","0.01",,"70","81","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-28","0.00",,"71","80","60"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-29","0.00",,"71","81","64"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-30","0.23",,"68","75","63"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-08-31","0.03",,"67","78","62"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-01","0.00",,"66","82","51"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-02","0.00",,"71","90","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-03","0.02",,"72","84","61"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-04","0.00",,"65","76","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-05","0.00",,"64","78","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-06","0.00",,"69","80","58"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-07","0.18",,"62","73","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-08","0.07",,"63","75","53"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-09","0.00",,"61","78","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-10","0.03",,"62","72","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-11","0.03",,"59","69","54"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-12","0.11",,"61","78","47"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-13","0.00",,"63","73","55"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-14","0.00",,"62","76","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-15","0.37",,"62","74","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-16","0.00",,"58","71","50"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-17","0.00",,"58","76","39"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-18","0.00",,"60","79","42"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-19","0.00",,"63","78","47"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-20","0.00",,"66","78","52"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-21","0.00",,"62","71","56"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-22","0.00",,"58","78","42"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-23","0.14",,"61","82","45"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-24","0.02",,"58","69","48"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-25","0.00",,"51","66","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-26","0.00",,"54","72","36"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-27","0.00",,"56","76","39"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-28","0.00",,"52","62","46"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-29","0.00",,"51","59","42"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-09-30","0.00",,"56","68","44"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-10-01","0.00",,"53","68","43"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-10-02","0.00",,"56","74","35"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-10-03","0.00",,"58","78","38"
"CHM00054405","HUAILAI, CH","40.417","115.5","538.0","1970-10-04","0.00",,"59","81","36"
